Name,Star,Stars_count,Price,Area,Category,Services,Searched City
Tres Hermanos Family Mexican Restaurant,4,204,$$,,['Mexican'],['Takeout'],Redmond
Spicy PoPo Szechuan Fish,4,12,n/a,,"['Szechuan', 'Seafood']",[],Redmond
Joy Box,4,103,$$,,"['Korean', 'Japanese', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Brooklyn Calzones,5,2,n/a,,['Italian'],[],Redmond
Zazynia Mediterranean Grill,4,79,$,,"['Greek', 'Mediterranean']",[],Redmond
Joy Box,4,103,$$,,"['Korean', 'Japanese', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Brooklyn Calzones,5,2,n/a,,['Italian'],[],Redmond
Meet the Moon,4,553,$$,Leschi,"['Coffee & Tea', 'Breakfast & Brunch', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Katsu Ramen,4,69,n/a,,['Ramen'],"['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Spicy PoPo Szechuan Fish,4,12,n/a,,"['Szechuan', 'Seafood']",[],Redmond
Sand Point Grill,4,132,$$,Laurelhurst,"['American (New)', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Island Soul Rum Bar & Soul Shack,4,894,$$,Columbia City,"['Caribbean', 'Bars', 'Soul Food']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
People Of The Chubbs,4,54,$,Georgetown,"['Food Trucks', 'American (New)']",[],Redmond
Plantiful Superfoods,4,37,$$,,"['Vegan', 'Vegetarian', 'Acai Bowls']","['Delivery', 'Takeout']",Redmond
Arabisk Cafe,5,1,n/a,,"['Cafes', 'Juice Bars & Smoothies']",[],Redmond
Thai Wisdom Bistro,4.5,139,$$,,"['Thai', 'Noodles']","['Delivery', 'Takeout']",Redmond
Simply Soulful,4.5,323,$$,Madison Valley,"['Desserts', 'Soul Food', 'Southern']",['Takeout'],Redmond
Potbelly Sandwich Shop,4,118,$,,"['Sandwiches', 'Fast Food', 'Salad']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Istanbul Cuisine Cafe,4.5,347,$$,,"['Turkish', 'Mediterranean']","['Delivery', 'Takeout']",Redmond
Bugis,4.5,106,$$,University District,['Korean'],[],Redmond
Namasthe Indian Restaurant,3.5,75,$$,,['Indian'],"['Delivery', 'Takeout']",Redmond
Cafe Juanita,4.5,501,$$$$,,['Italian'],['Takeout'],Redmond
Musashi’s,4,753,$$,,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",Redmond
Cedar + Elm,3.5,62,n/a,,"['American (New)', 'Breakfast & Brunch']",['Outdoor dining'],Redmond
Stack 571 Burger & Whiskey Bar,4,342,$$,,"['Burgers', 'Whiskey Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Thai Wisdom Bistro,4.5,139,$$,,"['Thai', 'Noodles']","['Delivery', 'Takeout']",Redmond
Bugis,4.5,106,$$,University District,['Korean'],[],Redmond
Duvall Grill,4,187,$$,,"['American (Traditional)', 'Wine Bars', 'Beer Bar']",[],Redmond
Island Soul Rum Bar & Soul Shack,4,894,$$,Columbia City,"['Caribbean', 'Bars', 'Soul Food']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Lynn’s Bistro,4.5,258,$$$,,"['French', 'American (New)']",['Takeout'],Redmond
Flavour Bistro,4.5,130,$$$,,['American (New)'],[],Redmond
Di Fiora,4.5,272,n/a,First Hill,"['Asian Fusion', 'Cocktail Bars', 'Italian']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Palmers East,3.5,160,$,,"['Dive Bars', 'American (Traditional)', 'Karaoke']",[],Redmond
Seoul Fried Chicken,1,3,n/a,,['Chicken Wings'],[],Redmond
Little Duck,4,91,$$,University District,['Chinese'],['Delivery'],Redmond
O’BOP,4,88,$,,"['Korean', 'Barbeque']","['Delivery', 'Takeout']",Redmond
Looking For Chai,4,218,$$,,"['Taiwanese', 'Chinese', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Little Grandma’s Kitchen,4.5,42,$$,,"['Breakfast & Brunch', 'Salad', 'Wraps']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Carmine’s,4,365,$$$,,['Italian'],['Outdoor dining'],Redmond
The Bine Beer & Food,4.5,311,$$,,"['Beer Bar', 'Tapas/Small Plates', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Tipsy Cow Burger Bar - Woodinville,4,562,$$,,"['Burgers', 'Beer Bar']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Redmond
Eight Row,4.5,112,$$$,Greenlake,"['American (New)', 'Beer Bar']","['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Italianissimo Ristorante,4,346,$$,,['Italian'],"['Outdoor dining', 'Takeout']",Redmond
Afghan Choopan Restaurant,4,55,$$,,['Afghan'],"['Outdoor dining', 'Delivery', 'Takeout']",Redmond
Maltby Cafe,4,904,$$,,"['American (Traditional)', 'Breakfast & Brunch', 'Coffee & Tea']",['Takeout'],Redmond
Blackbird,4.5,20,n/a,,"['American (New)', 'Diners', 'Breakfast & Brunch']",['Outdoor dining'],Shoreline
Drumlin,5,7,n/a,,"['Bars', 'Performing Arts', 'American (Traditional)']","['Outdoor dining', 'Takeout']",Shoreline
The Market,4.5,398,$$,,['Seafood'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Royal Dumplings House,4.5,22,n/a,,['Chinese'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Fire & the Feast,4,60,n/a,,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Botteco Brazil,4.5,23,n/a,,"['Steakhouses', 'Brazilian', 'Chicken Shop']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Niku Niku Japanese Barbecue,4.5,43,n/a,Haller Lake,"['Barbeque', 'Izakaya']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Bucatini,4.5,469,$$,,"['Italian', 'Salad', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Wake N Bacon BBQ,4.5,98,$$,,['Barbeque'],"['Outdoor dining', 'Takeout']",Shoreline
Bullettrain Udon,4.5,17,$,,"['Noodles', 'Japanese']",[],Shoreline
Pop Pop Thai Street Food,4.5,636,$,Haller Lake,"['Thai', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
El Cubano,5,22,$$,,"['Cuban', 'Sandwiches', 'Salad']","['Opened 7 weeks ago', 'Delivery', 'Takeout']",Shoreline
Haenam Kalbi & Calamari,4,297,$$,,"['Barbeque', 'Korean']","['Delivery', 'Takeout']",Shoreline
Brileys BBQ & Grill,4.5,694,$$,,"['Barbeque', 'American (Traditional)']","['Outdoor dining', 'Takeout']",Shoreline
North City Bistro,4,111,$$,,"['American (New)', 'Cocktail Bars', 'Tapas/Small Plates']",['Takeout'],Shoreline
Barkada Edmonds,4,152,$$,,"['Filipino', 'Hawaiian', 'Tiki Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Local 104,4,76,$$,,"['Pizza', 'Beer Bar', 'Tapas/Small Plates']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Calypso Edmonds,4.5,145,$$,,['Caribbean'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Elliott Bay Public House & Brewery,4,570,$$,Olympic Hills,"['American (Traditional)', 'Brewpubs', 'Tapas/Small Plates']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Dumpling Generation - Edmonds,4,372,$$,,['Chinese'],"['Outdoor dining', 'Takeout']",Shoreline
Taqueria El Sabor,4.5,564,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Salt and Iron,4,839,$$$,,"['Seafood', 'Steakhouses', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Good Burger,4.5,23,$$,,"['Burgers', 'Fast Food', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Sultan Gyro and Shawarma Grill,4.5,145,$,,['Mediterranean'],['Delivery'],Shoreline
Saltoro,4,278,$$,Bitter Lake,"['Italian', 'American (Traditional)', 'Coffee & Tea']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Streetzeria,4.5,113,$$,,"['Pizza', 'Italian']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Friendship Foods BBQ,4,23,n/a,Haller Lake,"['Barbeque', 'Seafood', 'Chinese']",[],Shoreline
Tian Fu,4.5,111,$$,Northgate,"['Chinese', 'Seafood', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Ichi Bento,4,190,$,,['Japanese'],[],Shoreline
Gyro Boss,5,53,n/a,,"['Mediterranean', 'Greek']",['Delivery'],Shoreline
Aurora Borealis,4,94,$$,,"['Bars', 'Venues & Event Spaces', 'American (Traditional)']","['Outdoor dining', 'Takeout']",Shoreline
Ichi Bento,4,190,$,,['Japanese'],[],Shoreline
Beyond The Bowl,4.5,222,$$,,"['Poke', 'Japanese', 'Desserts']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Five Restaurant Bistro,4,404,$$,,"['Seafood', 'Salad', 'Pizza']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Tasty Pot,4,190,$$,,"['Taiwanese', 'Hot Pot', 'Bubble Tea']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Vault 177,5,4,n/a,,['American (New)'],[],Shoreline
Kona Kitchen - Seattle,4,1033,$$,Mapleleaf,"['Hawaiian', 'Breakfast & Brunch', 'Lounges']",['Takeout'],Shoreline
Banh Mi Bites,4.5,82,$,,"['Vietnamese', 'Sandwiches', 'Coffee & Tea']","['Delivery', 'Takeout']",Shoreline
The Maple,4,249,$$,Mapleleaf,"['Breakfast & Brunch', 'American (Traditional)', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Kobe Bento Teriyaki,4,42,$,,['Japanese'],"['Delivery', 'Takeout']",Shoreline
Umami Burger,4,1,n/a,Northgate,['Burgers'],"['Delivery', 'Takeout']",Shoreline
Santa Fe Mexican Grill & Cantina,4,83,$$,,['Mexican'],['Takeout'],Shoreline
Star Poke,4,151,$$,,"['Poke', 'Hawaiian']","['Delivery', 'Takeout']",Shoreline
Little Ting’s Dumplings,4,341,$$,Broadview,"['Chinese', 'Soup', 'Salad']","['Delivery', 'Takeout']",Shoreline
Yeh Yeh’s,4.5,776,$,,"['Vietnamese', 'Sandwiches']","['Delivery', 'Takeout']",Shoreline
Vons Chicken,4.5,53,n/a,,"['Korean', 'Chicken Shop']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Gabriel’s Fire,4,416,$$,,['Barbeque'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Fashion Dim Sum,4,362,$$,,"['Dim Sum', 'Noodles', 'Soup']",['Takeout'],Shoreline
Casa Oaxaca,4.5,131,$$,,"['Mexican', 'Seafood', 'Cocktail Bars']","['Delivery', 'Takeout']",Shoreline
Las Espuelas,4.5,513,$$,,['Mexican'],"['Outdoor dining', 'Takeout']",Shoreline
Santa Fe Mexican Grill & Cantina,4,83,$$,,['Mexican'],['Takeout'],Shoreline
Caravan Kebab,4.5,288,$$,,"['Indian', 'Mediterranean', 'Modern European']","['Delivery', 'Takeout']",Shoreline
Taqueria El Gallo Diaz,4.5,27,n/a,,"['Mexican', 'Food Trucks']",[],Shoreline
Yuan Bao,4.5,30,n/a,,"['Taiwanese', 'Bubble Tea']","['Outdoor dining', 'Takeout']",Shoreline
Epulo Bistro,4,410,$$,,['Mediterranean'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Cedar + Elm,3.5,62,n/a,,"['American (New)', 'Breakfast & Brunch']",['Outdoor dining'],Shoreline
Spiro’s Pizza & Pasta - Shoreline,4,249,$$,,"['Pizza', 'Italian']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Mount&Bao,4,182,$$,,"['Chinese', 'Noodles']","['Delivery', 'Takeout']",Shoreline
Toyoda Sushi,4,361,$$,Olympic Hills,"['Sushi Bars', 'Japanese']","['Delivery', 'Takeout']",Shoreline
Leena’s Cafe,3.5,310,$$,,['Breakfast & Brunch'],[],Shoreline
Toyoda Sushi,4,361,$$,Olympic Hills,"['Sushi Bars', 'Japanese']","['Delivery', 'Takeout']",Shoreline
HK Dim Sum,3,432,$$,Haller Lake,"['Dim Sum', 'Cantonese']",['Delivery'],Shoreline
Kiriba Sushi,4,221,$$,Bitter Lake,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",Shoreline
Hosoonyi Korean Restaurant,4,522,$$,,['Korean'],"['Delivery', 'Takeout']",Shoreline
The Greek Kitchen,4,104,$,,['Mediterranean'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Valhalla Sandwiches,4.5,294,$$,Greenwood,['Sandwiches'],"['Delivery', 'Takeout']",Shoreline
Zylberschtein’s Delicatessen & Bakery,4,181,$$,,"['Bakeries', 'Sandwiches', 'Bagels']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Flo-Anna’s Diner,4,189,$$,,['Diners'],['Takeout'],Shoreline
No.9 Alley Hot Pot,4,120,$$,Bitter Lake,"['Hot Pot', 'Szechuan', 'Buffets']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Szechuan Cuisine,4.5,75,$$,,"['Szechuan', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Flo-Anna’s Diner,4,189,$$,,['Diners'],['Takeout'],Shoreline
Maize & Barley,4.5,53,$$,,"['Caribbean', 'Bars', 'Soup']","['Outdoor dining', 'Takeout']",Shoreline
The Everest Kitchen,4,327,$$,,"['Indian', 'Himalayan/Nepalese']","['Delivery', 'Takeout']",Shoreline
Qin Xi’an Noodles,4,358,$$,,"['Chinese', 'Noodles']","['Delivery', 'Takeout']",Shoreline
Kizuki Ramen & Izakaya,4,845,$$,Mapleleaf,"['Ramen', 'Izakaya']","['Delivery', 'Takeout']",Shoreline
Babsarang Restaurant,4.5,50,$,,['Korean'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Rise & Shine Bakery - Temp. CLOSED,5,165,$,,"['Bakeries', 'Sandwiches', 'Vietnamese']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Cafe Aroma,4,74,$,,"['Coffee & Tea', 'Desserts', 'Sandwiches']",['Takeout'],Shoreline
Daphnes,4.5,154,$$,,"['American (New)', 'Cocktail Bars', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
The Greek Kitchen,4,104,$,,['Mediterranean'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Cafe Aroma,4,74,$,,"['Coffee & Tea', 'Desserts', 'Sandwiches']",['Takeout'],Shoreline
Le’s Pho Tai and Sandwiches,4,288,$$,,"['Vietnamese', 'Thai']","['Delivery', 'Takeout']",Shoreline
Daphnes,4.5,154,$$,,"['American (New)', 'Cocktail Bars', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Don Lucho’s Restaurant & Pisco Bar,4.5,216,$$,Mapleleaf,"['Peruvian', 'Sandwiches', 'Desserts']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Rain Cafe,3.5,390,$$,Haller Lake,"['Coffee & Tea', 'Bubble Tea', 'Asian Fusion']",['Takeout'],Shoreline
Rusty Pelican Cafe,4,326,$$,,"['Cafes', 'American (Traditional)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Stars In the Sky,4,314,$$,,"['Karaoke', 'Korean', 'Chicken Shop']","['Delivery', 'Takeout']",Shoreline
Time Out Greek & American Restaurant,4.5,358,$,,"['Burgers', 'Greek', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
The Grill King All You Can Eat Korean BBQ,3.5,288,$$,,"['Korean', 'Barbeque', 'Buffets']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Bánh Town,4,559,$$,Greenwood,"['Vietnamese', 'Soup', 'Sandwiches']","['Delivery', 'Takeout']",Shoreline
Pizzeria La Rocca,5,10,n/a,Greenwood,"['Pizza', 'Salad', 'Pasta Shops']","['Opened 5 weeks ago', 'Outdoor dining', 'Delivery', 'Takeout']",Shoreline
El Parche Colombiano Restaurant,4,67,$$,,['Colombian'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Taste Rice Noodle,4.5,30,$$,,"['Chinese', 'Noodles']","['Delivery', 'Takeout']",Shoreline
Thai Bistro,3.5,368,$$,,"['Thai', 'Asian Fusion']","['Delivery', 'Takeout']",Shoreline
Indo Cafe,4,277,$$,Haller Lake,['Indonesian'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Casa Del Mariachi,5,46,$$,Pinehurst,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Looking For Chai Taiwanese Kitchen,4,290,$$,,"['Taiwanese', 'Bubble Tea']","['Delivery', 'Takeout']",Shoreline
Pho 99 Authentic Vietnamese,4,388,$$,,"['Vietnamese', 'Noodles']","['Delivery', 'Takeout']",Shoreline
San Kai,4,92,n/a,,['Sushi Bars'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Fil-Am Oriental Food & Gifts,4.5,26,$$,,"['Gift Shops', 'International Grocery', 'Filipino']",['Takeout'],Shoreline
Euro Deli Lakomka,4.5,13,$$,,"['Meat Shops', 'Delis']",['Delivery'],Shoreline
Jersey’s Great Food & Spirits,4,193,$$,,"['Sports Bars', 'American (Traditional)']","['Delivery', 'Takeout']",Shoreline
Mediterranean Oasis,4,107,$$,,"['Mediterranean', 'Bakeries', 'International Grocery']","['Delivery', 'Takeout']",Shoreline
SanMaRu Grill,3.5,177,$$,,"['Korean', 'Barbeque']",[],Shoreline
Wonton Noodle House,4,361,$,,"['Cantonese', 'Noodles']","['Delivery', 'Takeout']",Shoreline
Nara Chinese Restaurant,3.5,134,$$,,"['Chinese', 'Korean', 'Noodles']","['Delivery', 'Takeout']",Shoreline
The Unique Cafe & Wine,4.5,34,$$,Pinehurst,"['Pizza', 'Italian', 'Desserts']","['Live wait time: 0 mins', 'Delivery', 'Takeout']",Shoreline
Fork Mediterranean Grill,4.5,348,$,,"['Mediterranean', 'Greek']","['Delivery', 'Takeout']",Shoreline
Saffron Grill,4,1276,$$,Haller Lake,"['Indian', 'Mediterranean', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Furi Chinese Restaurant,4.5,199,$$,,['Cantonese'],"['Delivery', 'Takeout']",Shoreline
Traditional Korean Beef Soup,4,234,$$,,"['Korean', 'Soup']",['Delivery'],Shoreline
V House Noodle,4.5,9,n/a,Haller Lake,"['Vietnamese', 'Noodles', 'Bubble Tea']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Man’oushe Express,4.5,165,$,Olympic Hills,"['Pizza', 'Sandwiches', 'Salad']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Bantaba African Restaurant,4.5,285,$$,,['African'],"['Delivery', 'Takeout']",Shoreline
Taqueria Sotelo,5,2,n/a,,"['Food Trucks', 'Mexican']",[],Shoreline
The Guest House,4,226,$$,,"['American (Traditional)', 'Pizza', 'Cocktail Bars']","['Outdoor dining', 'Takeout']",Shoreline
Shi Qu Restaurant,4,27,n/a,,['Chinese'],['Delivery'],Shoreline
Alibertos,4,198,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Bar Dojo,4,369,$$,,"['Asian Fusion', 'Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Stoup Brewing Kenmore,3.5,47,$$,,"['Breweries', 'Pizza', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Lee’s Grill ‘n Bento,4,98,$,,"['Chinese', 'Sushi Bars', 'Japanese']",[],Shoreline
HuoYan Hot Pot Restaurant,3.5,108,$$,,"['Hot Pot', 'Szechuan']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Issaya Thai Cuisine,4,28,n/a,,"['Thai', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Asian Pho,4.5,12,$,,['Asian Fusion'],[],Shoreline
Loxicha Authentic Oaxaca Cuisine,4.5,110,$,,"['Food Trucks', 'Mexican']","['Outdoor dining', 'Takeout']",Shoreline
iSandwiches & Teriyaki,4,213,$,,"['Vietnamese', 'Sandwiches', 'Delis']",['Takeout'],Shoreline
Soprano’s Pizza & Pasta,4,123,$$,,"['Pizza', 'Italian']","['Delivery', 'Takeout']",Shoreline
2C Thai Bistro & Spirits,4.5,328,$$,,['Thai'],"['Delivery', 'Takeout']",Shoreline
Sahm Gook Jih Palace,4,263,$,,"['Asian Fusion', 'Chinese', 'Korean']",[],Shoreline
Diamond Knot Brewpub @ MLT,3.5,430,$$,,"['Burgers', 'Pizza', 'Brewpubs']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Sunny Hill,4.5,48,n/a,Sunset Hill,"['Pizza', 'Burgers', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Leftcraft,3.5,39,n/a,,"['Gastropubs', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Wow Bao,3.5,3,n/a,Northgate,"['Food Delivery Services', 'Chinese']",['Delivery'],Shoreline
Suni’s Pizza & Burgers,3.5,195,$$,,"['Pizza', 'Burgers']","['Delivery', 'Takeout']",Shoreline
Ban Hua Sai,4.5,152,$$,Mapleleaf,"['Thai', 'Asian Fusion']","['Delivery', 'Takeout']",Shoreline
Jebena Cafe,4.5,418,$$,,['Ethiopian'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Demetris Woodstone Taverna,3.5,471,$$,,"['Tapas Bars', 'Mediterranean', 'Greek']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Scott’s Bar & Grill,3.5,469,$$,,"['Seafood', 'Steakhouses', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Ivar’s Seafood Bar,4,159,$$,Bitter Lake,"['Seafood', 'Fast Food', 'Fish & Chips']","['Delivery', 'Takeout']",Shoreline
Boiling Fish,4.5,36,n/a,,"['Chinese', 'Asian Fusion']","['Delivery', 'Takeout']",Shoreline
The Habit Burger Grill,3.5,181,$$,,"['Salad', 'Burgers', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Ban Hua Sai,4.5,152,$$,Mapleleaf,"['Thai', 'Asian Fusion']","['Delivery', 'Takeout']",Shoreline
Jebena Cafe,4.5,418,$$,,['Ethiopian'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Patty Pan,4,19,$,,"['Mexican', 'Food Stands']",[],Shoreline
Teriyaki & Pho,3.5,2,n/a,Bitter Lake,['Vietnamese'],"['Delivery', 'Takeout']",Shoreline
Green Tree,4.5,108,$$,Greenwood,"['Vietnamese', 'Chinese']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Muto Izakaya Restaurant,4,291,$$,,"['Sushi Bars', 'Ramen', 'Izakaya']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Dojo Togo,4,5,n/a,,"['Food Trucks', 'Asian Fusion', 'New Mexican Cuisine']",[],Shoreline
Yummy Teriyaki & Fried Chicken,4,19,n/a,,['Korean'],['Takeout'],Shoreline
Buerjia Chinese Sauerkraut Fish,3.5,29,n/a,Haller Lake,"['Szechuan', 'Seafood', 'Comfort Food']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Kuan & Zhai Alley,3.5,104,$$,Broadview,['Szechuan'],"['Delivery', 'Takeout']",Shoreline
Nori Presto,4,197,$,,"['Japanese', 'Chinese', 'Sushi Bars']","['Delivery', 'Takeout']",Shoreline
Katsu Burger,4,26,n/a,,"['Bakeries', 'Japanese', 'Burgers']","['Delivery', 'Takeout']",Shoreline
The Butcher Shop Cafe,4,89,$$,,"['Meat Shops', 'Cafes', 'Butcher']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Cascades,4,16,n/a,,"['American (New)', 'Lounges']","['Delivery', 'Takeout']",Shoreline
Shay’s Restaurant,3.5,83,$,,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']",['Takeout'],Shoreline
Anita’s Mexican Food,4.5,70,$,Bitter Lake,"['Food Trucks', 'Mexican']",[],Shoreline
Fu Shen,4,236,$$,Greenwood,"['Chinese', 'Seafood']","['Delivery', 'Takeout']",Shoreline
The Thirsty Fish,4,102,$$,Crown Hill,"['American (New)', 'Sports Bars', 'Breakfast & Brunch']",[],Shoreline
Old Village,3,473,$$,,"['Korean', 'Barbeque']",[],Shoreline
Q Sushi Bar & Kitchen,5,30,$$,,"['Japanese', 'Sushi Bars', 'Salad']",['Outdoor dining'],Shoreline
Geo’s Cuban Bar and Grill,4.5,166,$$,Broadview,"['Cuban', 'Cocktail Bars']","['Delivery', 'Takeout']",Shoreline
Taqueria Tonita,5,18,$,,"['Mexican', 'Food Trucks']",[],Shoreline
Cafe Banh Mi,4.5,106,$,Licton Springs,"['Cafes', 'Sandwiches', 'Vietnamese']","['Outdoor dining', 'Takeout']",Shoreline
Mekong Village,4,342,$$,Haller Lake,"['Vietnamese', 'Noodles', 'Sandwiches']","['Delivery', 'Takeout']",Shoreline
Bangkok Food Truck,5,42,$,Olympic Hills,"['Food Trucks', 'Thai']","['Delivery', 'Takeout']",Shoreline
Taqueria’s Los Amigos,4.5,59,$,,"['Mexican', 'Food Trucks']",['Takeout'],Shoreline
Heaven Sent Fried Chicken,3.5,270,$$,,"['Southern', 'Soul Food', 'Fast Food']","['Delivery', 'Takeout']",Shoreline
Savvy Thai Cuisine,4,221,$$,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Sunflower Garden,4.5,11,n/a,Greenwood,"['Chinese', 'Soup', 'Chicken Wings']","['Delivery', 'Takeout']",Shoreline
Taqueria’s Los Amigos,4.5,59,$,,"['Mexican', 'Food Trucks']",['Takeout'],Shoreline
San Fernando Roasted Chicken,4,199,$$,,"['Peruvian', 'Chicken Shop']",[],Shoreline
Sunflower Garden,4.5,11,n/a,Greenwood,"['Chinese', 'Soup', 'Chicken Wings']","['Delivery', 'Takeout']",Shoreline
Kona Kitchen - Lynnwood,4,260,$$,,"['Breakfast & Brunch', 'Hawaiian', 'Diners']","['Outdoor dining', 'Takeout']",Shoreline
Happy Lemon,3.5,77,n/a,,"['Bubble Tea', 'Donuts', 'Hot Dogs']",['Delivery'],Shoreline
Dong Ting Chun,3.5,275,$$,,['Chinese'],['Outdoor dining'],Shoreline
Famous Dave’s Bar-B-Que,3.5,14,n/a,Northgate,"['Food Delivery Services', 'Comfort Food', 'Barbeque']",['Delivery'],Shoreline
O Maki Rolls & Teriyaki,4.5,46,n/a,Greenwood,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",Shoreline
Grumpy’s Food Truck,4.5,116,$,Haller Lake,"['Mexican', 'Food Trucks']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
North Star Diner & Shanghai Room,4,303,$$,Greenwood,"['Diners', 'Breakfast & Brunch', 'Dive Bars']","['Delivery', 'Takeout']",Shoreline
North Star Diner & Shanghai Room,4,303,$$,Greenwood,"['Diners', 'Breakfast & Brunch', 'Dive Bars']","['Delivery', 'Takeout']",Shoreline
Magnuson Cafe & Brewery,3.5,195,$$,Sand Point,"['Brewpubs', 'Breakfast & Brunch']","['Delivery', 'Takeout']",Shoreline
